id,phrase,level,main_category,sub_category,cluster
8010,desired effect,B1,Psychology_Emotions,Motivation,0
8011,desk,B1,Daily_Life,General_Interactions,0
8012,desolate,B1,Daily_Life,General_Interactions,0
8013,despite,B1,Daily_Life,General_Interactions,0
8014,despot,B1,Daily_Life,General_Interactions,0
8015,destitute,B1,Daily_Life,General_Interactions,0
8016,destroy,B1,Daily_Life,General_Interactions,0
8017,destroyed,B1,Daily_Life,General_Interactions,0
8018,destroying,B1,Daily_Life,General_Interactions,0
8019,destruction,B1,Daily_Life,General_Interactions,0
8020,desultory,B1,Daily_Life,General_Interactions,0
8021,detach,B1,Daily_Life,General_Interactions,0
8022,detail,B1,Technology_Digital,Artificial_Intelligence,0
8023,detailed account,B1,Technology_Digital,Artificial_Intelligence,0
8024,details,B1,Technology_Digital,Artificial_Intelligence,0
8025,detect,B1,Daily_Life,General_Interactions,0
8026,detected,B1,Daily_Life,General_Interactions,0
8027,detecting,B1,Daily_Life,General_Interactions,0
8028,deter,B1,Daily_Life,General_Interactions,0
8029,deteriorate,B1,Business_Finance_Economy,Economy_Markets,0
8030,deteriorated,B1,Business_Finance_Economy,Economy_Markets,0
8031,determinate,B1,Daily_Life,General_Interactions,0
8032,determine,B1,Daily_Life,General_Interactions,0
8033,determined effort,B1,Daily_Life,General_Interactions,0
8034,determines,B1,Daily_Life,General_Interactions,0
8035,deterrent,B1,Daily_Life,Home_Housing,0
8036,detonate,B1,Daily_Life,General_Interactions,0
8037,detract,B1,Psychology_Emotions,Behavior,0
8038,detractor,B1,Psychology_Emotions,Behavior,0
8039,detriment,B1,Daily_Life,General_Interactions,0
8040,detrimental,B1,Health_Medicine,Mental_Health,0
8041,devastate,B1,Daily_Life,General_Interactions,0
8042,devastated,B1,Daily_Life,General_Interactions,0
8043,devastating,B1,Daily_Life,General_Interactions,0
8044,develop,B1,Daily_Life,General_Interactions,0
8045,develop a good relationship,B1,Daily_Life,General_Interactions,0
8046,developed,B1,Daily_Life,General_Interactions,0
8047,developer,B1,Daily_Life,General_Interactions,0
8048,developing,B1,Daily_Life,General_Interactions,0
8049,development,B1,Daily_Life,General_Interactions,0
8050,deviate,B1,Daily_Life,General_Interactions,0
8051,deviates,B1,Daily_Life,General_Interactions,0
8052,deviation,B1,Daily_Life,General_Interactions,0
8053,devices,B1,Technology_Digital,Devices_Hardware,0
8054,devised,B1,Daily_Life,General_Interactions,0
8055,devoid,B1,Daily_Life,General_Interactions,0
8056,devote,B1,Society_Law_Politics,Government_Politics,0
8057,devoted,B1,Society_Law_Politics,Government_Politics,0
8058,devotee,B1,Society_Law_Politics,Government_Politics,0
8059,devour,B1,Daily_Life,General_Interactions,0
8060,devout,B1,Daily_Life,General_Interactions,0
8061,dexterous,B1,Daily_Life,General_Interactions,0
8062,diabolical,B1,Daily_Life,General_Interactions,0
8063,diagnose,B1,Health_Medicine,Healthcare_Hospital,0
8064,diagnosing,B1,Health_Medicine,Healthcare_Hospital,0
8065,diagnosis,B1,Health_Medicine,Illness_Diseases,0
8066,diagnostics,B1,Health_Medicine,Healthcare_Hospital,0
8067,diamonds,B1,Daily_Life,General_Interactions,0
8068,diatribe,B1,Daily_Life,General_Interactions,0
8069,dice,B1,Daily_Life,General_Interactions,0
8070,dichotomy,B1,Daily_Life,General_Interactions,0
8071,dictum,B1,Daily_Life,General_Interactions,0
8072,didactic,B1,Psychology_Emotions,Behavior,0
8073,died,B1,Daily_Life,General_Interactions,0
8074,diehard,B1,Daily_Life,General_Interactions,0
8075,diet,B1,Health_Medicine,Nutrition_Diet,0
8076,dietary,B1,Health_Medicine,Nutrition_Diet,0
8077,differ,B1,Daily_Life,General_Interactions,0
8078,differ widely,B1,Daily_Life,General_Interactions,0
8079,differed,B1,Daily_Life,General_Interactions,0
8080,differences,B1,Daily_Life,General_Interactions,0
8081,different,B1,Daily_Life,Home_Housing,0
8082,differential,B1,Daily_Life,Home_Housing,0
8083,differentiate,B1,Daily_Life,Home_Housing,0
8084,differently,B1,Daily_Life,Home_Housing,0
8085,differing,B1,Daily_Life,General_Interactions,0
8086,differs,B1,Daily_Life,General_Interactions,0
8087,difficult,B1,Daily_Life,General_Interactions,0
8088,difficult to pin down,B1,Daily_Life,General_Interactions,0
8089,difficulty arises,B1,Daily_Life,General_Interactions,0
8090,diffract,B1,Psychology_Emotions,Behavior,0
8091,diffuse,B1,Daily_Life,General_Interactions,0
8092,diffused,B1,Daily_Life,General_Interactions,0
8093,diffusion,B1,Daily_Life,General_Interactions,0
8094,dig out info,B1,Daily_Life,General_Interactions,0
8095,dig out info about a crime,B1,Society_Law_Politics,Law_Crime,0
8096,digest,B1,Daily_Life,General_Interactions,0
8097,digging,B1,Daily_Life,General_Interactions,0
8098,digit,B1,Daily_Life,General_Interactions,0
8099,digital,B1,Technology_Digital,Software_Internet,0
8100,digress,B1,Daily_Life,General_Interactions,0
8101,dilapidated,B1,Daily_Life,General_Interactions,0
8102,dilate,B1,Daily_Life,General_Interactions,0
8103,diligently,B1,Daily_Life,General_Interactions,0
8104,dilute,B1,Daily_Life,General_Interactions,0
8105,dim and distant memory,B1,Psychology_Emotions,Feelings_Emotions,0
8106,diminution,B1,Daily_Life,General_Interactions,0
8107,diminutive,B1,Daily_Life,General_Interactions,0
8108,dingy,B1,Daily_Life,General_Interactions,0
8109,dining,B1,Daily_Life,General_Interactions,0
8110,dinner,B1,Daily_Life,General_Interactions,0
8111,dioxide,B1,Daily_Life,General_Interactions,0
8112,dip,B1,Daily_Life,General_Interactions,0
8113,dip into emergency funds,B1,Business_Finance_Economy,Business_Management,0
8114,dip into funds,B1,Business_Finance_Economy,Business_Management,0
8115,dip into savings,B1,Daily_Life,General_Interactions,0
8116,dipping,B1,Daily_Life,General_Interactions,0
8117,dire,B1,Daily_Life,General_Interactions,0
8118,dire consequences,B1,Daily_Life,General_Interactions,0
8119,direct,B1,Daily_Life,General_Interactions,0
8120,directed,B1,Daily_Life,General_Interactions,0
8121,directing,B1,Daily_Life,General_Interactions,0
8122,direction,B1,Travel_Transportation,Road_Travel,0
8123,directional,B1,Travel_Transportation,Road_Travel,0
8124,directions,B1,Travel_Transportation,Navigation_Directions,0
8125,directly,B1,Daily_Life,General_Interactions,0
8126,director,B1,Daily_Life,General_Interactions,0
8127,dirt,B1,Daily_Life,General_Interactions,0
8128,dirty,B1,Daily_Life,General_Interactions,0
8129,disabled,B1,Daily_Life,General_Interactions,0
8130,disadvantage,B1,Psychology_Emotions,Feelings_Emotions,0
8131,disaffected youth,B1,Daily_Life,General_Interactions,0
8132,disagree,B1,Communication_Media_Arts,Opinion_Discussion,0
8133,disappear,B1,Technology_Digital,Software_Internet,0
8134,disappeared,B1,Technology_Digital,Software_Internet,0
8135,disappearing,B1,Technology_Digital,Software_Internet,0
8136,disarming,B1,Daily_Life,General_Interactions,0
8137,disarray,B1,Daily_Life,General_Interactions,0
8138,disassemble,B1,Daily_Life,General_Interactions,0
8139,disaster strikes,B1,Daily_Life,General_Interactions,0
8140,disastrous consequences,B1,Daily_Life,General_Interactions,0
8141,disavow,B1,Daily_Life,General_Interactions,0
8142,disband,B1,Daily_Life,General_Interactions,0
8143,disband an army,B1,Daily_Life,General_Interactions,0
8144,disc,B1,Daily_Life,General_Interactions,0
8145,discard,B1,Travel_Transportation,Road_Travel,0
8146,discarded,B1,Travel_Transportation,Road_Travel,0
8147,discern,B1,Daily_Life,General_Interactions,0
8148,discerning,B1,Daily_Life,General_Interactions,0
8149,discharge,B1,Daily_Life,General_Interactions,0
8150,discipline,B1,Daily_Life,General_Interactions,0
8151,disciplines,B1,Daily_Life,General_Interactions,0
8152,disclaim,B1,Technology_Digital,Artificial_Intelligence,0
8153,disclose,B1,Daily_Life,General_Interactions,0
8154,discombobulate,B1,Daily_Life,General_Interactions,0
8155,discomfit,B1,Health_Medicine,Healthcare_Hospital,0
8156,disconcert,B1,Daily_Life,General_Interactions,0
8157,disconnect,B1,Daily_Life,General_Interactions,0
8158,disconnected,B1,Daily_Life,General_Interactions,0
8159,disconsolate,B1,Daily_Life,General_Interactions,0
8160,discord,B1,Daily_Life,General_Interactions,0
8161,discounted,B1,Daily_Life,Shopping_Everyday,0
8162,discountenance,B1,Daily_Life,Shopping_Everyday,0
8163,discounts,B1,Daily_Life,Shopping_Everyday,0
8164,discourse,B1,Education,University_School,0
8165,discover,B1,Science_Nature,Natural_Phenomena,0
8166,discovered,B1,Science_Nature,Natural_Phenomena,0
8167,discoveries,B1,Science_Nature,Natural_Phenomena,0
8168,discovering,B1,Science_Nature,Natural_Phenomena,0
8169,discovery,B1,Science_Nature,Natural_Phenomena,0
8170,discredit,B1,Daily_Life,General_Interactions,0
8171,discreet,B1,Daily_Life,General_Interactions,0
8172,discrete,B1,Daily_Life,General_Interactions,0
8173,discriminating,B1,Daily_Life,General_Interactions,0
8174,discursive,B1,Daily_Life,General_Interactions,0
8175,discuss,B1,Education,Classroom_Interaction,0
8176,discussed,B1,Education,Classroom_Interaction,0
8177,discussing,B1,Education,Classroom_Interaction,0
8178,discussion,B1,Education,Classroom_Interaction,0
8179,discussions,B1,Education,Classroom_Interaction,0
8180,disdain,B1,Technology_Digital,Artificial_Intelligence,0
8181,diseases,B1,Health_Medicine,Illness_Diseases,0
8182,disembark,B1,Daily_Life,General_Interactions,0
8183,disentangle,B1,Daily_Life,General_Interactions,0
8184,disgruntle,B1,Daily_Life,General_Interactions,0
8185,disgust,B1,Daily_Life,General_Interactions,0
8186,dish,B1,Daily_Life,General_Interactions,0
8187,disheveled,B1,Daily_Life,General_Interactions,0
8188,disillusion,B1,Health_Medicine,Healthcare_Hospital,0
8189,disillusioned,B1,Health_Medicine,Healthcare_Hospital,0
8190,disinclined,B1,Daily_Life,General_Interactions,0
8191,disinfectant,B1,Daily_Life,General_Interactions,0
8192,disingenuous,B1,Communication_Media_Arts,Speaking_Expressions,0
8193,disintegrate,B1,Business_Finance_Economy,Economy_Markets,0
8194,disinter,B1,Daily_Life,General_Interactions,0
8195,disinterested,B1,Daily_Life,General_Interactions,0
8196,disjointed,B1,Daily_Life,General_Interactions,0
8197,dislike,B1,Technology_Digital,Social_Media,0
8198,dislodge,B1,Daily_Life,General_Interactions,0
8199,dismal,B1,Daily_Life,General_Interactions,0
8200,dismantle,B1,Daily_Life,General_Interactions,0
8201,dismantled,B1,Daily_Life,General_Interactions,0
8202,dismember,B1,Daily_Life,General_Interactions,0
8203,dismiss,B1,Daily_Life,General_Interactions,0
8204,dismiss a case,B1,Daily_Life,General_Interactions,0
8205,disorder,B1,Daily_Life,General_Interactions,0
8206,disorderly behaviour,B1,Daily_Life,General_Interactions,0
8207,disorders,B1,Daily_Life,General_Interactions,0
8208,disorientation,B1,Daily_Life,General_Interactions,0
8209,disparage,B1,Daily_Life,General_Interactions,0
8210,disparaging remark,B1,Daily_Life,General_Interactions,0
8211,disparate,B1,Business_Finance_Economy,Economy_Markets,0
8212,disparities,B1,Daily_Life,General_Interactions,0
8213,dispassionate,B1,Education,Exams_Assessments,0
8214,dispatch,B1,Daily_Life,General_Interactions,0
8215,dispel,B1,Daily_Life,General_Interactions,0
8216,dispel a rumour,B1,Daily_Life,General_Interactions,0
8217,dispensable,B1,Daily_Life,General_Interactions,0
8218,dispense,B1,Daily_Life,General_Interactions,0
8219,dispersed,B1,Daily_Life,General_Interactions,0
8220,dispersing,B1,Communication_Media_Arts,Speaking_Expressions,0
8221,dispirited,B1,Daily_Life,General_Interactions,0
8222,displace,B1,Daily_Life,General_Interactions,0
8223,displacement,B1,Daily_Life,General_Interactions,0
8224,display characteristics,B1,Psychology_Emotions,Personality,0
8225,displayed,B1,Communication_Media_Arts,Speaking_Expressions,0
8226,disposal,B1,Daily_Life,General_Interactions,0
8227,disposal of household waste,B1,Daily_Life,Home_Housing,0
8228,dispose,B1,Daily_Life,General_Interactions,0
8229,disposition,B1,Daily_Life,General_Interactions,0
8230,disputatious,B1,Daily_Life,General_Interactions,0
8231,dispute,B1,Daily_Life,General_Interactions,0
8232,dispute arises,B1,Daily_Life,General_Interactions,0
8233,disquiet,B1,Daily_Life,General_Interactions,0
8234,disreputable,B1,Daily_Life,General_Interactions,0
8235,disrupted,B1,Daily_Life,General_Interactions,0
8236,disruption,B1,Daily_Life,General_Interactions,0
8237,disruptions,B1,Daily_Life,General_Interactions,0
8238,disruptive influence,B1,Daily_Life,General_Interactions,0
8239,dissemble,B1,Daily_Life,General_Interactions,0
8240,disseminate,B1,Daily_Life,General_Interactions,0
8241,disseminate information,B1,Daily_Life,General_Interactions,0
8242,disseminating,B1,Daily_Life,General_Interactions,0
8243,dissemination,B1,Daily_Life,General_Interactions,0
8244,dissent,B1,Daily_Life,General_Interactions,0
8245,dissenting voice,B1,Communication_Media_Arts,Speaking_Expressions,0
8246,dissident,B1,Daily_Life,General_Interactions,0
8247,dissimulate,B1,Daily_Life,General_Interactions,0
8248,dissipate,B1,Daily_Life,General_Interactions,0
8249,dissipated,B1,Daily_Life,General_Interactions,0
8250,dissipation,B1,Daily_Life,General_Interactions,0
8251,dissociate,B1,Daily_Life,General_Interactions,0
8252,dissolute,B1,Daily_Life,General_Interactions,0
8253,dissuade,B1,Daily_Life,General_Interactions,0
8254,distance,B1,Daily_Life,General_Interactions,0
8255,distances,B1,Daily_Life,General_Interactions,0
8256,distant,B1,Daily_Life,General_Interactions,0
8257,distant echo,B1,Daily_Life,General_Interactions,0
8258,distend,B1,Daily_Life,General_Interactions,0
8259,distinction,B1,Daily_Life,General_Interactions,0
8260,distinctive,B1,Daily_Life,General_Interactions,0
8261,distinctly,B1,Daily_Life,General_Interactions,0
8262,distinguished scholar,B1,Daily_Life,General_Interactions,0
8263,distorted,B1,Daily_Life,General_Interactions,0
8264,distracted,B1,Psychology_Emotions,Behavior,0
8265,distraught,B1,Daily_Life,General_Interactions,0
8266,distributed,B1,Daily_Life,General_Interactions,0
8267,distribution,B1,Daily_Life,General_Interactions,0
8268,district,B1,Daily_Life,General_Interactions,0
8269,disturb,B1,Daily_Life,General_Interactions,0
8270,disturbance,B1,Daily_Life,General_Interactions,0
8271,disturbances,B1,Daily_Life,General_Interactions,0
8272,disturbing,B1,Daily_Life,General_Interactions,0
8273,ditch,B1,Daily_Life,General_Interactions,0
8274,dive,B1,Daily_Life,General_Interactions,0
8275,dived,B1,Daily_Life,General_Interactions,0
8276,diver,B1,Daily_Life,General_Interactions,0
8277,diverge,B1,Daily_Life,General_Interactions,0
8278,divergence,B1,Daily_Life,General_Interactions,0
8279,diversification,B1,Daily_Life,General_Interactions,0
8280,diversified,B1,Daily_Life,General_Interactions,0
8281,diversify,B1,Daily_Life,General_Interactions,0
8282,diversity,B1,Daily_Life,General_Interactions,0
8283,divert,B1,Daily_Life,General_Interactions,0
8284,diverted,B1,Daily_Life,General_Interactions,0
8285,divest,B1,Daily_Life,General_Interactions,0
8286,divide,B1,Daily_Life,General_Interactions,0
8287,divided,B1,Daily_Life,General_Interactions,0
8288,divided opinions,B1,Communication_Media_Arts,Opinion_Discussion,0
8289,dividing,B1,Daily_Life,General_Interactions,0
8290,divine,B1,Daily_Life,General_Interactions,0
8291,division,B1,Daily_Life,General_Interactions,0
8292,divisional,B1,Daily_Life,General_Interactions,0
8293,divisions,B1,Daily_Life,General_Interactions,0
8294,divorce,B1,Daily_Life,General_Interactions,0
8295,divulge,B1,Daily_Life,General_Interactions,0
8296,divulge a secret,B1,Daily_Life,General_Interactions,0
8297,divulge a source,B1,Daily_Life,General_Interactions,0
8298,do a job-share,B1,Business_Finance_Economy,Jobs_Careers,0
8299,do a survey,B1,Daily_Life,General_Interactions,0
8300,do extreme sports,B1,Health_Medicine,Fitness_Exercise,0
8301,do plenty of exercise,B1,Health_Medicine,Fitness_Exercise,0
8302,do the sights,B1,Daily_Life,General_Interactions,0
8303,do work,B1,Business_Finance_Economy,Jobs_Careers,0
8304,dock,B1,Daily_Life,General_Interactions,0
8305,doctrinaire,B1,Technology_Digital,Artificial_Intelligence,0
8306,doctrine,B1,Daily_Life,General_Interactions,0
8307,document,B1,Daily_Life,General_Interactions,0
8308,documentary,B1,Daily_Life,General_Interactions,0
8309,documenting,B1,Daily_Life,General_Interactions,0
8310,documents,B1,Daily_Life,General_Interactions,0
8311,dodge the question,B1,Education,Classroom_Interaction,0
8312,doesnt,B1,Daily_Life,General_Interactions,0
8313,dog,B1,Daily_Life,General_Interactions,0
8314,dogged,B1,Daily_Life,General_Interactions,0
8315,dogma,B1,Daily_Life,General_Interactions,0
8316,doleful,B1,Daily_Life,General_Interactions,0
8317,dollop of cream,B1,Daily_Life,General_Interactions,0
8318,dolt,B1,Daily_Life,General_Interactions,0
8319,domain,B1,Technology_Digital,Artificial_Intelligence,0
8320,domestic,B1,Daily_Life,General_Interactions,0
8321,domestication,B1,Daily_Life,General_Interactions,0
8322,dominance,B1,Daily_Life,General_Interactions,0
8323,dominated,B1,Daily_Life,General_Interactions,0
8324,dominion,B1,Daily_Life,General_Interactions,0
8325,donate,B1,Daily_Life,General_Interactions,0
8326,donations,B1,Daily_Life,General_Interactions,0
8327,doom,B1,Daily_Life,General_Interactions,0
8328,door,B1,Daily_Life,General_Interactions,0
8329,dorm,B1,Daily_Life,General_Interactions,0
8330,dossier,B1,Daily_Life,General_Interactions,0
8331,dote,B1,Daily_Life,General_Interactions,0
8332,dotted,B1,Daily_Life,General_Interactions,0
8333,double,B1,Daily_Life,General_Interactions,0
8334,doubled,B1,Daily_Life,General_Interactions,0
8335,dour,B1,Daily_Life,General_Interactions,0
8336,dowdy,B1,Daily_Life,General_Interactions,0
8337,download an app,B1,Technology_Digital,Software_Internet,0
8338,downloads,B1,Technology_Digital,Software_Internet,0
8339,downright disgrace,B1,Society_Law_Politics,Law_Crime,0
8340,downright rude,B1,Society_Law_Politics,Law_Crime,0
8341,downtime,B1,Daily_Life,Time_Management,0
8342,downtown,B1,Daily_Life,General_Interactions,0
8343,downward,B1,Society_Law_Politics,Law_Crime,0
8344,dozen,B1,Daily_Life,General_Interactions,0
8345,draconian measures,B1,Daily_Life,General_Interactions,0
8346,draft,B1,Daily_Life,General_Interactions,0
8347,drag,B1,Daily_Life,General_Interactions,0
8348,dragged,B1,Daily_Life,General_Interactions,0
8349,drain,B1,Technology_Digital,Artificial_Intelligence,0
8350,drama,B1,Daily_Life,General_Interactions,0
8351,dramatic change,B1,Daily_Life,General_Interactions,0
8352,dramatic shift,B1,Daily_Life,General_Interactions,0
8353,dramatically,B1,Daily_Life,General_Interactions,0
8354,drastic,B1,Daily_Life,General_Interactions,0
8355,drastically,B1,Daily_Life,General_Interactions,0
8356,draw,B1,Communication_Media_Arts,Speaking_Expressions,0
8357,draw a between comparison,B1,Communication_Media_Arts,Speaking_Expressions,0
8358,draw a comparison between,B1,Communication_Media_Arts,Speaking_Expressions,0
8359,draw up a contract,B1,Psychology_Emotions,Behavior,0
8360,draw up a list,B1,Communication_Media_Arts,Speaking_Expressions,0
8361,draw up a schedule,B1,Daily_Life,Routine_Activities,0
8362,drawback,B1,Communication_Media_Arts,Speaking_Expressions,0
8363,drawbacks,B1,Communication_Media_Arts,Speaking_Expressions,0
8364,drawing,B1,Communication_Media_Arts,Speaking_Expressions,0
8365,drawl,B1,Communication_Media_Arts,Speaking_Expressions,0
8366,drawn,B1,Communication_Media_Arts,Speaking_Expressions,0
8367,dreadful,B1,Communication_Media_Arts,Speaking_Expressions,0
8368,dream,B1,Daily_Life,General_Interactions,0
8369,dream comes true,B1,Daily_Life,General_Interactions,0
8370,dregs,B1,Daily_Life,General_Interactions,0
8371,dressed,B1,Daily_Life,General_Interactions,0
8372,dressing,B1,Communication_Media_Arts,Speaking_Expressions,0
8373,dribble,B1,Daily_Life,General_Interactions,0
8374,dried,B1,Daily_Life,General_Interactions,0
8375,drier,B1,Daily_Life,General_Interactions,0
8376,driest,B1,Daily_Life,General_Interactions,0
8377,drift,B1,Daily_Life,General_Interactions,0
8378,drill,B1,Health_Medicine,Healthcare_Hospital,0
8379,drilled,B1,Health_Medicine,Healthcare_Hospital,0
8380,drinking,B1,Daily_Life,General_Interactions,0
8381,dripped,B1,Daily_Life,General_Interactions,0
8382,drive,B1,Psychology_Emotions,Motivation,0
8383,drive recklessly,B1,Psychology_Emotions,Motivation,0
8384,drive someone crazy,B1,Psychology_Emotions,Motivation,0
8385,drivel,B1,Psychology_Emotions,Motivation,0
8386,driven,B1,Psychology_Emotions,Motivation,0
8387,driver,B1,Psychology_Emotions,Motivation,0
8388,driving,B1,Travel_Transportation,Road_Travel,0
8389,droll,B1,Daily_Life,General_Interactions,0
8390,drop of brandy,B1,Daily_Life,General_Interactions,0
8391,drop someone an email,B1,Technology_Digital,Software_Internet,0
8392,drop the subject,B1,Daily_Life,General_Interactions,0
8393,droplets,B1,Daily_Life,General_Interactions,0
8394,dropped,B1,Daily_Life,General_Interactions,0
8395,dropping,B1,Daily_Life,General_Interactions,0
8396,dross,B1,Daily_Life,General_Interactions,0
8397,drown,B1,Daily_Life,General_Interactions,0
8398,drudgery,B1,Daily_Life,General_Interactions,0
8399,drug,B1,Health_Medicine,Healthcare_Hospital,0
8400,drugstore,B1,Daily_Life,Shopping_Everyday,0
8401,drum up support,B1,Daily_Life,General_Interactions,0
8402,dry,B1,Daily_Life,General_Interactions,0
8403,dual,B1,Daily_Life,General_Interactions,0
8404,dubious,B1,Daily_Life,General_Interactions,0
8405,due,B1,Daily_Life,General_Interactions,0
8406,duel,B1,Daily_Life,General_Interactions,0
8407,dug,B1,Daily_Life,General_Interactions,0
8408,dulcet,B1,Daily_Life,General_Interactions,0
8409,duller,B1,Daily_Life,General_Interactions,0
8410,dumbfound,B1,Daily_Life,General_Interactions,0
8411,dump waste,B1,Daily_Life,General_Interactions,0
8412,dupe,B1,Daily_Life,General_Interactions,0
8413,duplicate,B1,Daily_Life,General_Interactions,0
8414,duplicated,B1,Daily_Life,General_Interactions,0
8415,duplicity,B1,Daily_Life,General_Interactions,0
8416,duration,B1,Daily_Life,General_Interactions,0
8417,dutiful,B1,Daily_Life,General_Interactions,0
8418,duty,B1,Daily_Life,General_Interactions,0
8419,dwell,B1,Daily_Life,General_Interactions,0
8420,dwindle,B1,Daily_Life,General_Interactions,0
8421,dyed,B1,Daily_Life,General_Interactions,0
8422,dying,B1,Daily_Life,General_Interactions,0
8423,dynamics,B1,Daily_Life,General_Interactions,0
8424,eager,B1,Daily_Life,General_Interactions,0
8425,eager anticipation,B1,Daily_Life,General_Interactions,0
8426,earlier,B1,Daily_Life,General_Interactions,0
8427,earliest,B1,Daily_Life,General_Interactions,0
8428,early,B1,Daily_Life,General_Interactions,0
8429,earn,B1,Daily_Life,General_Interactions,0
8430,earn a good living,B1,Daily_Life,General_Interactions,0
8431,earned,B1,Daily_Life,General_Interactions,0
8432,earnest,B1,Daily_Life,General_Interactions,0
8433,earning,B1,Daily_Life,General_Interactions,0
8434,earpiece,B1,Daily_Life,General_Interactions,0
8435,earth,B1,Communication_Media_Arts,Arts_Creativity,0
8436,earthly,B1,Communication_Media_Arts,Arts_Creativity,0
8437,ease,B1,Daily_Life,General_Interactions,0
8438,ease traffic congestion,B1,Travel_Transportation,Road_Travel,0
8439,easier,B1,Daily_Life,General_Interactions,0
8440,easily,B1,Daily_Life,General_Interactions,0
8441,east,B1,Daily_Life,General_Interactions,0
8442,eastern,B1,Daily_Life,General_Interactions,0
8443,eastward,B1,Society_Law_Politics,Law_Crime,0
8444,easy,B1,Daily_Life,General_Interactions,0
8445,easy option,B1,Daily_Life,General_Interactions,0
8446,eaten,B1,Health_Medicine,Healthcare_Hospital,0
8447,eating,B1,Health_Medicine,Healthcare_Hospital,0
8448,ebb,B1,Daily_Life,General_Interactions,0
8449,ebullient,B1,Daily_Life,General_Interactions,0
8450,eccentric,B1,Daily_Life,General_Interactions,0
8451,echelon,B1,Daily_Life,General_Interactions,0
8452,echo,B1,Daily_Life,General_Interactions,0
8453,echolocation,B1,Travel_Transportation,Navigation_Directions,0
8454,eclipse,B1,Daily_Life,General_Interactions,0
8455,eco-friendly,B1,Daily_Life,General_Interactions,0
8456,eco-friendly design,B1,Communication_Media_Arts,Arts_Creativity,0
8457,ecological,B1,Daily_Life,General_Interactions,0
8458,economic,B1,Daily_Life,General_Interactions,0
8459,economically,B1,Daily_Life,General_Interactions,0
8460,economies,B1,Daily_Life,General_Interactions,0
8461,economists,B1,Daily_Life,General_Interactions,0
8462,economy,B1,Business_Finance_Economy,Economy_Markets,0
8463,ecosystem,B1,Science_Nature,Biology_Life_Sciences,0
8464,ecosystems,B1,Science_Nature,Biology_Life_Sciences,0
8465,ecstasy,B1,Daily_Life,General_Interactions,0
8466,edge,B1,Daily_Life,General_Interactions,0
8467,edible,B1,Daily_Life,General_Interactions,0
8468,edify,B1,Daily_Life,General_Interactions,0
8469,edinburgh,B1,Daily_Life,General_Interactions,0
8470,edit,B1,Daily_Life,General_Interactions,0
8471,educate,B1,Daily_Life,General_Interactions,0
8472,educated,B1,Daily_Life,General_Interactions,0
8473,education,B1,Education,Learning_Skills,0
8474,educational,B1,Education,Learning_Skills,0
8475,educator,B1,Daily_Life,General_Interactions,0
8476,eerie,B1,Daily_Life,General_Interactions,0
8477,efface,B1,Daily_Life,General_Interactions,0
8478,effect,B1,Daily_Life,General_Interactions,0
8479,effective,B1,Daily_Life,General_Interactions,0
8480,effectively,B1,Daily_Life,General_Interactions,0
8481,effeminate,B1,Daily_Life,General_Interactions,0
8482,effervescent,B1,Daily_Life,General_Interactions,0
8483,efficacy,B1,Daily_Life,General_Interactions,0
8484,effigy,B1,Daily_Life,General_Interactions,0
8485,effluvium,B1,Daily_Life,General_Interactions,0
8486,effort,B1,Daily_Life,General_Interactions,0
8487,efforts,B1,Daily_Life,General_Interactions,0
8488,effrontery,B1,Daily_Life,General_Interactions,0
8489,effulgence,B1,Daily_Life,General_Interactions,0
8490,effusive,B1,Daily_Life,General_Interactions,0
8491,egg,B1,Daily_Life,General_Interactions,0
8492,egg-shaped,B1,Daily_Life,General_Interactions,0
8493,eggshell,B1,Daily_Life,General_Interactions,0
8494,egotistical,B1,Daily_Life,General_Interactions,0
8495,egregious,B1,Daily_Life,General_Interactions,0
8496,egyptian,B1,Daily_Life,General_Interactions,0
8497,eighth,B1,Daily_Life,General_Interactions,0
8498,either,B1,Daily_Life,General_Interactions,0
8499,ejaculate,B1,Daily_Life,General_Interactions,0
8500,elaboration,B1,Science_Nature,Natural_Phenomena,0
8501,elapse,B1,Daily_Life,General_Interactions,0
8502,elapsed,B1,Daily_Life,General_Interactions,0
8503,elastic,B1,Daily_Life,General_Interactions,0
8504,elasticity,B1,Daily_Life,General_Interactions,0
8505,elated,B1,Daily_Life,General_Interactions,0
8506,election,B1,Society_Law_Politics,Government_Politics,0
8507,electric,B1,Daily_Life,General_Interactions,0
8508,electrical,B1,Daily_Life,General_Interactions,0
8509,electricity,B1,Daily_Life,General_Interactions,0
8510,electromagnetic,B1,Daily_Life,General_Interactions,0
8511,electronic,B1,Daily_Life,General_Interactions,0
8512,electronics,B1,Daily_Life,General_Interactions,0
8513,electrons,B1,Daily_Life,General_Interactions,0
8514,elegy,B1,Daily_Life,General_Interactions,0
8515,elements,B1,Daily_Life,General_Interactions,0
8516,elevate,B1,Daily_Life,General_Interactions,0
8517,elevated,B1,Daily_Life,General_Interactions,0
8518,eligible,B1,Daily_Life,General_Interactions,0
8519,elimination,B1,Daily_Life,General_Interactions,0
8520,elucidate,B1,Daily_Life,General_Interactions,0
8521,elusive,B1,Daily_Life,General_Interactions,0
8522,emaciated,B1,Daily_Life,General_Interactions,0
8523,email,B1,Technology_Digital,Software_Internet,0
8524,emanate,B1,Daily_Life,General_Interactions,0
8525,emancipate,B1,Daily_Life,General_Interactions,0
