id,phrase,level,main_category,sub_category
8850,featured,B1,Health_Medicine,Healthcare_Hospital
8851,features,B1,Health_Medicine,Healthcare_Hospital
8852,fecund,B1,Daily_Life,General_Interactions
8853,fed,B1,Daily_Life,General_Interactions
8854,federation,B1,Daily_Life,General_Interactions
8855,feeble excuse,B1,Daily_Life,General_Interactions
8856,feed,B1,Daily_Life,General_Interactions
8857,feeding,B1,Daily_Life,General_Interactions
8858,feel,B1,Psychology_Emotions,Feelings_Emotions
8859,feel peckish,B1,Psychology_Emotions,Feelings_Emotions
8860,feel the full effect,B1,Psychology_Emotions,Feelings_Emotions
8861,feel your age,B1,Psychology_Emotions,Feelings_Emotions
8862,feeling,B1,Psychology_Emotions,Feelings_Emotions
8863,feint,B1,Daily_Life,General_Interactions
8864,felicitous,B1,Daily_Life,General_Interactions
8865,fell,B1,Daily_Life,General_Interactions
8866,felon,B1,Daily_Life,General_Interactions
8867,felt,B1,Daily_Life,General_Interactions
8868,female,B1,Daily_Life,General_Interactions
8869,ferment,B1,Daily_Life,General_Interactions
8870,fern,B1,Daily_Life,General_Interactions
8871,ferocious,B1,Daily_Life,General_Interactions
8872,ferry,B1,Daily_Life,General_Interactions
8873,fertile imagination,B1,Daily_Life,General_Interactions
8874,fertility,B1,Daily_Life,General_Interactions
8875,fertilization,B1,Daily_Life,General_Interactions
8876,fertilizers,B1,Daily_Life,General_Interactions
8877,fervent,B1,Daily_Life,General_Interactions
8878,fervid,B1,Daily_Life,General_Interactions
8879,fervor,B1,Daily_Life,General_Interactions
8880,festal,B1,Daily_Life,General_Interactions
8881,fester,B1,Daily_Life,General_Interactions
8882,festival celebrates,B1,Business_Finance_Economy,Economy_Markets
8883,festival falls on,B1,Daily_Life,General_Interactions
8884,festival hold a,B1,Daily_Life,General_Interactions
8885,festival marks,B1,Daily_Life,General_Interactions
8886,festival observe a,B1,Daily_Life,General_Interactions
8887,festive mood,B1,Health_Medicine,Mental_Health
8888,festive season,B1,Daily_Life,General_Interactions
8889,festoon,B1,Daily_Life,General_Interactions
8890,feudalism,B1,Daily_Life,General_Interactions
8891,fever,B1,Daily_Life,General_Interactions
8892,few,B1,Daily_Life,General_Interactions
8893,fewer,B1,Daily_Life,General_Interactions
8894,fiasco,B1,Daily_Life,General_Interactions
8895,fiber,B1,Daily_Life,General_Interactions
8896,fibre,B1,Daily_Life,General_Interactions
8897,fickle,B1,Daily_Life,General_Interactions
8898,fiction,B1,Daily_Life,General_Interactions
8899,fictional,B1,Daily_Life,General_Interactions
8900,fictitious,B1,Daily_Life,General_Interactions
8901,fidelity,B1,Daily_Life,General_Interactions
8902,field questions,B1,Education,Classroom_Interaction
8903,fierce competition,B1,Daily_Life,General_Interactions
8904,fiercely,B1,Daily_Life,General_Interactions
8905,fight,B1,Daily_Life,General_Interactions
8906,fight for survival,B1,Daily_Life,General_Interactions
8907,fight for your life,B1,Science_Nature,Biology_Life_Sciences
8908,fighting,B1,Daily_Life,General_Interactions
8909,figurative,B1,Daily_Life,General_Interactions
8910,figure,B1,Daily_Life,General_Interactions
8911,figure out,B1,Daily_Life,General_Interactions
8912,figured,B1,Daily_Life,General_Interactions
8913,filch,B1,Daily_Life,General_Interactions
8914,file for divorce,B1,Daily_Life,General_Interactions
8915,filed,B1,Daily_Life,General_Interactions
8916,filial,B1,Daily_Life,General_Interactions
8917,fill,B1,Health_Medicine,Healthcare_Hospital
8918,fill someone with dread,B1,Health_Medicine,Healthcare_Hospital
8919,filled,B1,Health_Medicine,Healthcare_Hospital
8920,filling,B1,Health_Medicine,Healthcare_Hospital
8921,film,B1,Communication_Media_Arts,Arts_Creativity
8922,filter,B1,Daily_Life,General_Interactions
8923,filtered,B1,Daily_Life,General_Interactions
8924,filthy,B1,Daily_Life,General_Interactions
8925,fin,B1,Daily_Life,General_Interactions
8926,finale,B1,Daily_Life,General_Interactions
8927,finally,B1,Daily_Life,General_Interactions
8928,financial,B1,Business_Finance_Economy,Business_Management
8929,financial acumen,B1,Business_Finance_Economy,Business_Management
8930,find a solution,B1,Daily_Life,General_Interactions
8931,find guilty,B1,Daily_Life,General_Interactions
8932,find happiness,B1,Technology_Digital,Software_Internet
8933,find not guilty,B1,Daily_Life,General_Interactions
8934,find time,B1,Daily_Life,Time_Management
8935,finding,B1,Daily_Life,General_Interactions
8936,findings,B1,Daily_Life,General_Interactions
8937,fine,B1,Daily_Life,General_Interactions
8938,fine bone structure,B1,Daily_Life,General_Interactions
8939,fine lines,B1,Daily_Life,General_Interactions
8940,finish,B1,Daily_Life,General_Interactions
8941,finished,B1,Daily_Life,General_Interactions
8942,finite number,B1,Daily_Life,General_Interactions
8943,fire,B1,Daily_Life,General_Interactions
8944,fire someone's imagination,B1,Daily_Life,General_Interactions
8945,fired,B1,Daily_Life,General_Interactions
8946,firefighter,B1,Daily_Life,General_Interactions
8947,firm conviction,B1,Daily_Life,General_Interactions
8948,firm friends,B1,Daily_Life,General_Interactions
8949,firmer,B1,Daily_Life,General_Interactions
8950,first hand knowledge,B1,Education,Learning_Skills
8951,first-hand knowledge,B1,Education,Learning_Skills
8952,first-name,B1,Daily_Life,General_Interactions
8953,fiscal,B1,Daily_Life,General_Interactions
8954,fishermen,B1,Daily_Life,General_Interactions
8955,fishing,B1,Daily_Life,General_Interactions
8956,fit,B1,Health_Medicine,Healthcare_Hospital
8957,fit for purpose,B1,Psychology_Emotions,Motivation
8958,fit in with plans,B1,Health_Medicine,Healthcare_Hospital
8959,fit of jealousy,B1,Health_Medicine,Healthcare_Hospital
8960,fit the job description,B1,Business_Finance_Economy,Jobs_Careers
8961,fitness,B1,Health_Medicine,Fitness_Exercise
8962,fitted,B1,Health_Medicine,Healthcare_Hospital
8963,fitting,B1,Health_Medicine,Healthcare_Hospital
8964,fixed,B1,Daily_Life,General_Interactions
8965,fjords,B1,Daily_Life,General_Interactions
8966,flaccid,B1,Daily_Life,General_Interactions
8967,flag,B1,Daily_Life,General_Interactions
8968,flagrant,B1,Daily_Life,General_Interactions
8969,flair,B1,Technology_Digital,Artificial_Intelligence
8970,flake,B1,Daily_Life,General_Interactions
8971,flamboyant,B1,Daily_Life,General_Interactions
8972,flap,B1,Daily_Life,General_Interactions
8973,flash,B1,Daily_Life,General_Interactions
8974,flashing,B1,Daily_Life,General_Interactions
8975,flat-screen tv,B1,Technology_Digital,Devices_Hardware
8976,flatly contradict,B1,Daily_Life,General_Interactions
8977,flatly reject,B1,Daily_Life,General_Interactions
8978,flattened,B1,Daily_Life,General_Interactions
8979,flattery,B1,Daily_Life,General_Interactions
8980,flaunt,B1,Daily_Life,General_Interactions
8981,flavor,B1,Daily_Life,General_Interactions
8982,flavour,B1,Daily_Life,General_Interactions
8983,flavoured,B1,Daily_Life,General_Interactions
8984,flawed,B1,Society_Law_Politics,Law_Crime
8985,flawless complexion,B1,Society_Law_Politics,Law_Crime
8986,fledgling,B1,Daily_Life,General_Interactions
8987,flee,B1,Daily_Life,General_Interactions
8988,fleeing,B1,Daily_Life,General_Interactions
8989,fleet,B1,Daily_Life,General_Interactions
8990,fleeting,B1,Daily_Life,General_Interactions
8991,flesh,B1,Daily_Life,General_Interactions
8992,flexibility,B1,Daily_Life,General_Interactions
8993,flicker of emotion,B1,Health_Medicine,Mental_Health
8994,flicker of hope,B1,Daily_Life,General_Interactions
8995,flicker of interest,B1,Daily_Life,General_Interactions
8996,flinch,B1,Daily_Life,General_Interactions
8997,flint,B1,Daily_Life,General_Interactions
8998,flippant,B1,Daily_Life,General_Interactions
8999,float,B1,Daily_Life,General_Interactions
9000,floated,B1,Daily_Life,General_Interactions
9001,floating,B1,Daily_Life,General_Interactions
9002,flock,B1,Daily_Life,General_Interactions
9003,flock of birds,B1,Daily_Life,General_Interactions
9004,flock of sheep,B1,Daily_Life,General_Interactions
9005,floor,B1,Daily_Life,General_Interactions
9006,flooring,B1,Daily_Life,General_Interactions
9007,flop,B1,Daily_Life,General_Interactions
9008,flopping,B1,Daily_Life,General_Interactions
9009,florid,B1,Daily_Life,General_Interactions
9010,flounder,B1,Daily_Life,General_Interactions
9011,flour,B1,Daily_Life,General_Interactions
9012,flourish,B1,Daily_Life,General_Interactions
9013,flout,B1,Daily_Life,General_Interactions
9014,flout a rule,B1,Society_Law_Politics,Law_Crime
9015,flow,B1,Daily_Life,General_Interactions
9016,flown,B1,Daily_Life,General_Interactions
9017,flu,B1,Daily_Life,General_Interactions
9018,fluctuate wildly,B1,Daily_Life,General_Interactions
9019,fluctuation,B1,Daily_Life,General_Interactions
9020,fluctuations,B1,Daily_Life,General_Interactions
9021,fluent,B1,Daily_Life,General_Interactions
9022,fluffy,B1,Daily_Life,General_Interactions
9023,fluid,B1,Daily_Life,General_Interactions
9024,fluke,B1,Daily_Life,General_Interactions
9025,flurry of activity,B1,Psychology_Emotions,Behavior
9026,flurry of excitement,B1,Daily_Life,General_Interactions
9027,flurry of snow,B1,Daily_Life,General_Interactions
9028,flurry of speculation,B1,Daily_Life,General_Interactions
9029,flush,B1,Daily_Life,General_Interactions
9030,fluster,B1,Daily_Life,General_Interactions
9031,fly,B1,Daily_Life,General_Interactions
9032,flying visit,B1,Daily_Life,General_Interactions
9033,foam,B1,Daily_Life,General_Interactions
9034,foam at the mouth,B1,Daily_Life,General_Interactions
9035,focal point,B1,Daily_Life,General_Interactions
9036,focus groups,B1,Daily_Life,General_Interactions
9037,focused,B1,Daily_Life,General_Interactions
9038,focusing,B1,Communication_Media_Arts,Speaking_Expressions
9039,foible,B1,Daily_Life,General_Interactions
9040,foil,B1,Daily_Life,General_Interactions
9041,foist,B1,Daily_Life,General_Interactions
9042,folded,B1,Daily_Life,General_Interactions
9043,foliage,B1,Daily_Life,General_Interactions
9044,folk,B1,Daily_Life,General_Interactions
9045,follow,B1,Daily_Life,General_Interactions
9046,follow-up,B1,Daily_Life,General_Interactions
9047,followed,B1,Daily_Life,General_Interactions
9048,following,B1,Daily_Life,General_Interactions
9049,follows,B1,Daily_Life,General_Interactions
9050,foment,B1,Daily_Life,General_Interactions
9051,font,B1,Daily_Life,General_Interactions
9052,food,B1,Health_Medicine,Nutrition_Diet
9053,food miles,B1,Health_Medicine,Nutrition_Diet
9054,foolhardy,B1,Daily_Life,General_Interactions
9055,foot,B1,Daily_Life,General_Interactions
9056,foot the bill,B1,Health_Medicine,Healthcare_Hospital
9057,foothold,B1,Daily_Life,General_Interactions
9058,footwear,B1,Daily_Life,General_Interactions
9059,fop,B1,Daily_Life,General_Interactions
9060,forage,B1,Daily_Life,General_Interactions
9061,foraging,B1,Daily_Life,General_Interactions
9062,foray,B1,Daily_Life,General_Interactions
9063,forbearance,B1,Daily_Life,General_Interactions
9064,force for change,B1,Science_Nature,Physics_Chemistry
9065,force for good,B1,Science_Nature,Physics_Chemistry
9066,forced,B1,Science_Nature,Physics_Chemistry
9067,forcing,B1,Daily_Life,General_Interactions
9068,ford,B1,Daily_Life,General_Interactions
9069,forebear,B1,Daily_Life,General_Interactions
9070,foreboding,B1,Daily_Life,General_Interactions
9071,forecast,B1,Daily_Life,General_Interactions
9072,forecasting,B1,Daily_Life,General_Interactions
9073,foreclose,B1,Daily_Life,General_Interactions
9074,foregone conclusion,B1,Daily_Life,General_Interactions
9075,foreign,B1,Daily_Life,General_Interactions
9076,foreigners,B1,Daily_Life,General_Interactions
9077,foremost,B1,Daily_Life,General_Interactions
9078,forensic,B1,Daily_Life,General_Interactions
9079,forerunner,B1,Daily_Life,General_Interactions
9080,foreseeable future,B1,Daily_Life,General_Interactions
9081,foreshadow,B1,Daily_Life,General_Interactions
9082,foresight,B1,Daily_Life,General_Interactions
9083,forestall,B1,Science_Nature,Natural_Phenomena
9084,forever,B1,Daily_Life,General_Interactions
9085,forge new relationships,B1,Daily_Life,General_Interactions
9086,forgery,B1,Daily_Life,General_Interactions
9087,forget,B1,Daily_Life,General_Interactions
9088,forgive,B1,Daily_Life,General_Interactions
9089,forgotten,B1,Daily_Life,General_Interactions
9090,forlorn,B1,Daily_Life,General_Interactions
9091,form,B1,Daily_Life,General_Interactions
9092,formal,B1,Daily_Life,General_Interactions
9093,formal attire,B1,Daily_Life,General_Interactions
9094,formal dress,B1,Daily_Life,General_Interactions
9095,formal education,B1,Education,Learning_Skills
9096,formality,B1,Daily_Life,General_Interactions
9097,formation,B1,Daily_Life,General_Interactions
9098,formed,B1,Daily_Life,General_Interactions
9099,former,B1,Daily_Life,General_Interactions
9100,forming,B1,Daily_Life,General_Interactions
9101,forms,B1,Daily_Life,General_Interactions
9102,formulas,B1,Daily_Life,General_Interactions
9103,formulate,B1,Daily_Life,General_Interactions
9104,formulate a theory,B1,Education,Academic_Study
9105,forsake,B1,Daily_Life,General_Interactions
9106,forthright,B1,Society_Law_Politics,Law_Crime
9107,forthright manner,B1,Psychology_Emotions,Behavior
9108,fortuitous,B1,Daily_Life,General_Interactions
9109,fortune,B1,Daily_Life,General_Interactions
9110,forum,B1,Daily_Life,General_Interactions
9111,forward,B1,Society_Law_Politics,Law_Crime
9112,fossil,B1,Daily_Life,General_Interactions
9113,fossils,B1,Daily_Life,General_Interactions
9114,fostered,B1,Daily_Life,General_Interactions
9115,fostering,B1,Daily_Life,General_Interactions
9116,fought,B1,Daily_Life,General_Interactions
9117,foul,B1,Daily_Life,General_Interactions
9118,foul language,B1,Communication_Media_Arts,Writing_Language
9119,foundational,B1,Daily_Life,General_Interactions
9120,foundations,B1,Daily_Life,General_Interactions
9121,founded,B1,Daily_Life,General_Interactions
9122,founder,B1,Daily_Life,General_Interactions
9123,four-legged,B1,Daily_Life,General_Interactions
9124,four-letter word,B1,Communication_Media_Arts,Writing_Language
9125,fourth,B1,Daily_Life,General_Interactions
9126,fraction,B1,Psychology_Emotions,Behavior
9127,fractious,B1,Psychology_Emotions,Behavior
9128,fractures,B1,Psychology_Emotions,Behavior
9129,fragile,B1,Daily_Life,General_Interactions
9130,fragile peace,B1,Psychology_Emotions,Stress_Mental_State
9131,fragility,B1,Daily_Life,General_Interactions
9132,fragment,B1,Daily_Life,General_Interactions
9133,fragmentation,B1,Daily_Life,General_Interactions
9134,fragmented,B1,Daily_Life,General_Interactions
9135,fragments,B1,Daily_Life,General_Interactions
9136,frame,B1,Daily_Life,General_Interactions
9137,frame a question,B1,Education,Classroom_Interaction
9138,franchise,B1,Daily_Life,General_Interactions
9139,frankly,B1,Daily_Life,General_Interactions
9140,frantic,B1,Daily_Life,General_Interactions
9141,fraudulent,B1,Daily_Life,General_Interactions
9142,fraudulent claim,B1,Technology_Digital,Artificial_Intelligence
9143,fraught,B1,Daily_Life,General_Interactions
9144,free,B1,Daily_Life,General_Interactions
9145,free airtime,B1,Technology_Digital,Artificial_Intelligence
9146,free kick,B1,Daily_Life,General_Interactions
9147,free up time,B1,Daily_Life,Time_Management
9148,freed,B1,Daily_Life,General_Interactions
9149,freedom,B1,Society_Law_Politics,Human_Rights
9150,freely,B1,Daily_Life,General_Interactions
9151,freestanding,B1,Daily_Life,General_Interactions
9152,freeze,B1,Daily_Life,General_Interactions
9153,freezing,B1,Daily_Life,General_Interactions
9154,french,B1,Daily_Life,General_Interactions
9155,frenetic,B1,Daily_Life,General_Interactions
9156,frenzy,B1,Daily_Life,General_Interactions
9157,frequencies,B1,Daily_Life,General_Interactions
9158,frequent,B1,Daily_Life,General_Interactions
9159,fresco,B1,Daily_Life,General_Interactions
9160,fresh,B1,Daily_Life,General_Interactions
9161,fresh drive,B1,Psychology_Emotions,Motivation
9162,freshwater,B1,Daily_Life,General_Interactions
9163,fret,B1,Daily_Life,General_Interactions
9164,friction,B1,Daily_Life,General_Interactions
9165,friend,B1,Daily_Life,General_Interactions
9166,friend for life,B1,Science_Nature,Biology_Life_Sciences
9167,friendly,B1,Daily_Life,General_Interactions
9168,friendly smile,B1,Daily_Life,General_Interactions
9169,friendship,B1,Daily_Life,General_Interactions
9170,frightened,B1,Society_Law_Politics,Law_Crime
9171,frigid,B1,Daily_Life,General_Interactions
9172,fringes,B1,Daily_Life,General_Interactions
9173,frivolous,B1,Daily_Life,General_Interactions
9174,fro,B1,Daily_Life,General_Interactions
9175,frolicsome,B1,Daily_Life,General_Interactions
9176,front,B1,Daily_Life,General_Interactions
9177,frontier,B1,Daily_Life,General_Interactions
9178,frozen,B1,Daily_Life,General_Interactions
9179,frugal,B1,Daily_Life,General_Interactions
9180,fruitful,B1,Daily_Life,General_Interactions
9181,fruiting,B1,Daily_Life,General_Interactions
9182,frustrate,B1,Business_Finance_Economy,Economy_Markets
9183,frustration,B1,Daily_Life,General_Interactions
9184,fuel,B1,Daily_Life,General_Interactions
9185,fuel fears,B1,Psychology_Emotions,Feelings_Emotions
9186,fuel speculation,B1,Daily_Life,General_Interactions
9187,fueling,B1,Daily_Life,General_Interactions
9188,fuels,B1,Daily_Life,General_Interactions
9189,fugitive,B1,Daily_Life,General_Interactions
9190,fulcrum,B1,Daily_Life,General_Interactions
9191,fulfill,B1,Health_Medicine,Healthcare_Hospital
9192,fulfillment,B1,Health_Medicine,Healthcare_Hospital
9193,full,B1,Daily_Life,General_Interactions
9194,full explanation,B1,Daily_Life,General_Interactions
9195,full lips,B1,Daily_Life,General_Interactions
9196,full marks,B1,Daily_Life,General_Interactions
9197,full refund,B1,Business_Finance_Economy,Business_Management
9198,fulltime,B1,Daily_Life,Time_Management
9199,fully,B1,Daily_Life,General_Interactions
9200,fulminate,B1,Daily_Life,General_Interactions
9201,fulsome,B1,Daily_Life,General_Interactions
9202,fumble,B1,Daily_Life,General_Interactions
9203,fun,B1,Daily_Life,General_Interactions
9204,functional,B1,Daily_Life,General_Interactions
9205,functionality,B1,Daily_Life,General_Interactions
9206,functions,B1,Daily_Life,General_Interactions
9207,fundamental change,B1,Health_Medicine,Mental_Health
9208,fundamentally,B1,Health_Medicine,Mental_Health
9209,fundamentally change,B1,Health_Medicine,Mental_Health
9210,fundamentally different,B1,Health_Medicine,Mental_Health
9211,fundamentally similar,B1,Health_Medicine,Mental_Health
9212,funding,B1,Business_Finance_Economy,Business_Management
9213,funereal,B1,Daily_Life,General_Interactions
9214,funnel,B1,Daily_Life,General_Interactions
9215,furnish,B1,Daily_Life,General_Interactions
9216,furniture,B1,Daily_Life,Home_Housing
9217,furor,B1,Daily_Life,General_Interactions
9218,further,B1,Daily_Life,General_Interactions
9219,furtive,B1,Daily_Life,General_Interactions
9220,fuse,B1,Daily_Life,General_Interactions
9221,fusion,B1,Daily_Life,General_Interactions
9222,futile,B1,Daily_Life,General_Interactions
9223,future,B1,Daily_Life,General_Interactions
9224,gain marks,B1,Technology_Digital,Artificial_Intelligence
9225,gain respect,B1,Technology_Digital,Artificial_Intelligence
9226,gained,B1,Technology_Digital,Artificial_Intelligence
9227,gaining,B1,Technology_Digital,Artificial_Intelligence
9228,gains,B1,Technology_Digital,Artificial_Intelligence
9229,gainsay,B1,Technology_Digital,Artificial_Intelligence
9230,galaxies,B1,Daily_Life,General_Interactions
9231,gallant,B1,Daily_Life,General_Interactions
9232,gallery,B1,Daily_Life,General_Interactions
9233,galvanize,B1,Daily_Life,General_Interactions
9234,gambit,B1,Daily_Life,General_Interactions
9235,gambling,B1,Daily_Life,General_Interactions
9236,game,B1,Daily_Life,General_Interactions
9237,gaming,B1,Daily_Life,General_Interactions
9238,gamut,B1,Daily_Life,General_Interactions
9239,garbage,B1,Daily_Life,General_Interactions
9240,gardened,B1,Daily_Life,Home_Housing
9241,gargantuan,B1,Daily_Life,General_Interactions
9242,garish,B1,Daily_Life,General_Interactions
9243,garner,B1,Daily_Life,General_Interactions
9244,garnish,B1,Daily_Life,General_Interactions
9245,garrulous,B1,Daily_Life,General_Interactions
9246,gas,B1,Daily_Life,General_Interactions
9247,gases,B1,Daily_Life,General_Interactions
9248,gathered,B1,Daily_Life,General_Interactions
9249,gathering,B1,Daily_Life,General_Interactions
9250,gauche,B1,Daily_Life,General_Interactions
9251,gaudy,B1,Daily_Life,General_Interactions
9252,gauge reaction,B1,Science_Nature,Physics_Chemistry
9253,gaunt,B1,Daily_Life,General_Interactions
9254,gazette,B1,Daily_Life,General_Interactions
9255,gear,B1,Daily_Life,General_Interactions
9256,geared,B1,Daily_Life,General_Interactions
9257,genealogy,B1,Science_Nature,Biology_Life_Sciences
9258,general,B1,Science_Nature,Biology_Life_Sciences
9259,generalizations,B1,Science_Nature,Biology_Life_Sciences
9260,generally speaking,B1,Science_Nature,Biology_Life_Sciences
9261,generate business,B1,Business_Finance_Economy,Business_Management
9262,generated,B1,Business_Finance_Economy,Economy_Markets
9263,generating,B1,Science_Nature,Biology_Life_Sciences
9264,generational,B1,Science_Nature,Biology_Life_Sciences
9265,genetics,B1,Science_Nature,Biology_Life_Sciences
9266,genial,B1,Daily_Life,General_Interactions
9267,genre,B1,Daily_Life,General_Interactions
9268,genres,B1,Daily_Life,General_Interactions
9269,genteel,B1,Daily_Life,General_Interactions
9270,gentility,B1,Daily_Life,General_Interactions
9271,gentle,B1,Daily_Life,General_Interactions
9272,gentle exercise,B1,Health_Medicine,Fitness_Exercise
9273,gentlemen,B1,Daily_Life,General_Interactions
9274,gently,B1,Daily_Life,General_Interactions
9275,genuflect,B1,Daily_Life,General_Interactions
9276,genuinely,B1,Daily_Life,General_Interactions
9277,geoengineering,B1,Daily_Life,General_Interactions
9278,geographic,B1,Daily_Life,General_Interactions
9279,geological,B1,Daily_Life,General_Interactions
9280,geologist,B1,Daily_Life,General_Interactions
9281,geology,B1,Daily_Life,General_Interactions
9282,geometry,B1,Daily_Life,General_Interactions
9283,geothermal,B1,Daily_Life,General_Interactions
9284,germane,B1,Daily_Life,General_Interactions
9285,germinate,B1,Daily_Life,General_Interactions
9286,gerrymander,B1,Daily_Life,General_Interactions
9287,gesticulate,B1,Daily_Life,General_Interactions
9288,gesture,B1,Daily_Life,General_Interactions
9289,get a message across,B1,Daily_Life,General_Interactions
9290,get accustomed to,B1,Daily_Life,General_Interactions
9291,get hitched,B1,Daily_Life,General_Interactions
9292,get into debt,B1,Business_Finance_Economy,Finance_Banking
9293,get into reverse,B1,Daily_Life,General_Interactions
9294,get itchy feet,B1,Daily_Life,General_Interactions
9295,get off the bus,B1,Travel_Transportation,Public_Transport
9296,get the hang of,B1,Daily_Life,General_Interactions
9297,get the recognition you deserve,B1,Daily_Life,General_Interactions
9298,get the sack,B1,Daily_Life,General_Interactions
9299,get your (hands) dirty,B1,Daily_Life,General_Interactions
9300,get your hands dirty,B1,Daily_Life,General_Interactions
9301,get your priorities right,B1,Society_Law_Politics,Law_Crime
9302,getting,B1,Daily_Life,General_Interactions
9303,getting stuck in traffic,B1,Travel_Transportation,Road_Travel
9304,ghastly,B1,Daily_Life,General_Interactions
9305,giant,B1,Daily_Life,General_Interactions
9306,gibberish,B1,Daily_Life,General_Interactions
9307,gibe,B1,Daily_Life,General_Interactions
9308,gift,B1,Daily_Life,General_Interactions
9309,gift for languages,B1,Communication_Media_Arts,Writing_Language
9310,gifted,B1,Daily_Life,General_Interactions
9311,gifted children,B1,Daily_Life,General_Interactions
9312,gin,B1,Daily_Life,General_Interactions
9313,girls' night out,B1,Daily_Life,General_Interactions
9314,gist,B1,Daily_Life,General_Interactions
9315,give,B1,Daily_Life,General_Interactions
9316,give a full apology,B1,Daily_Life,General_Interactions
9317,give a reason,B1,Daily_Life,General_Interactions
9318,give a straight answer,B1,Education,Classroom_Interaction
9319,give an of account,B1,Business_Finance_Economy,Business_Management
9320,give evidence,B1,Daily_Life,General_Interactions
9321,give it your best shot,B1,Daily_Life,General_Interactions
9322,give permission,B1,Daily_Life,General_Interactions
9323,give repeated assurances,B1,Health_Medicine,Healthcare_Hospital
9324,give rise to,B1,Daily_Life,General_Interactions
9325,give someone a good send-off,B1,Daily_Life,General_Interactions
9326,give something some thought,B1,Psychology_Emotions,Feelings_Emotions
9327,give vent to your frustration,B1,Daily_Life,General_Interactions
9328,given,B1,Daily_Life,General_Interactions
9329,giving,B1,Daily_Life,General_Interactions
9330,glacial,B1,Daily_Life,General_Interactions
9331,glaciers,B1,Daily_Life,General_Interactions
9332,glad to see the back of,B1,Daily_Life,General_Interactions
9333,glamor,B1,Daily_Life,General_Interactions
9334,glance,B1,Daily_Life,General_Interactions
9335,glib,B1,Daily_Life,General_Interactions
9336,glider,B1,Daily_Life,General_Interactions
9337,glimmer,B1,Daily_Life,General_Interactions
9338,glimmer of hope,B1,Daily_Life,General_Interactions
9339,glimmer of interest,B1,Daily_Life,General_Interactions
9340,glimmer of light,B1,Daily_Life,General_Interactions
9341,glimmer of understanding,B1,Daily_Life,General_Interactions
9342,gloat,B1,Daily_Life,General_Interactions
9343,global,B1,Daily_Life,General_Interactions
9344,glory,B1,Daily_Life,General_Interactions
9345,gloss,B1,Business_Finance_Economy,Finance_Banking
9346,glossary,B1,Business_Finance_Economy,Finance_Banking
9347,glossy,B1,Business_Finance_Economy,Finance_Banking
9348,glossy magazine,B1,Business_Finance_Economy,Finance_Banking
9349,glove,B1,Psychology_Emotions,Feelings_Emotions
9350,glower,B1,Daily_Life,General_Interactions
9351,glowing review,B1,Daily_Life,General_Interactions
9352,glut,B1,Daily_Life,General_Interactions
9353,glutton,B1,Daily_Life,General_Interactions
9354,gnarl,B1,Daily_Life,General_Interactions
9355,gnome,B1,Daily_Life,General_Interactions
9356,go back on a promise,B1,Daily_Life,General_Interactions
9357,go clubbing,B1,Daily_Life,General_Interactions
9358,go down in history,B1,Communication_Media_Arts,Writing_Language
9359,go freelance,B1,Daily_Life,General_Interactions
9360,go hand in hand with,B1,Daily_Life,General_Interactions
9361,go into production,B1,Daily_Life,Shopping_Everyday
9362,go on a diet,B1,Health_Medicine,Nutrition_Diet
9363,go on an economy drive,B1,Business_Finance_Economy,Economy_Markets
9364,go on strike,B1,Daily_Life,General_Interactions
9365,go on the offensive,B1,Daily_Life,General_Interactions
9366,go out for a meal,B1,Health_Medicine,Nutrition_Diet
9367,go part-time,B1,Communication_Media_Arts,Arts_Creativity
9368,go part~time,B1,Communication_Media_Arts,Arts_Creativity
9369,go shopping,B1,Daily_Life,Shopping_Everyday
9370,go through a midlife crisis,B1,Science_Nature,Biology_Life_Sciences
9371,go through a phase,B1,Daily_Life,General_Interactions
9372,go to any trouble,B1,Daily_Life,General_Interactions
9373,go trekking,B1,Daily_Life,General_Interactions
9374,go viral,B1,Technology_Digital,Social_Media
9375,go wild,B1,Daily_Life,General_Interactions
9376,goad,B1,Daily_Life,General_Interactions
9377,goals,B1,Psychology_Emotions,Motivation
9378,goat,B1,Daily_Life,General_Interactions
9379,gobble,B1,Daily_Life,General_Interactions
9380,golden,B1,Daily_Life,General_Interactions
9381,golden era,B1,Daily_Life,General_Interactions
9382,gone,B1,Daily_Life,General_Interactions
9383,good,B1,Daily_Life,General_Interactions
9384,good behaviour,B1,Daily_Life,General_Interactions
9385,good computer skills,B1,Education,Learning_Skills
9386,good few,B1,Daily_Life,General_Interactions
9387,good knowledge,B1,Education,Learning_Skills
9388,good level of education,B1,Education,Learning_Skills
9389,good number (of),B1,Daily_Life,General_Interactions
9390,good size,B1,Daily_Life,General_Interactions
9391,good-quality,B1,Daily_Life,General_Interactions
9392,goods,B1,Daily_Life,General_Interactions
9393,gooseberry,B1,Daily_Life,General_Interactions
9394,gorge,B1,Daily_Life,General_Interactions
9395,gory,B1,Daily_Life,General_Interactions
9396,gossamer,B1,Daily_Life,General_Interactions
9397,gossip,B1,Daily_Life,General_Interactions
9398,gouge,B1,Daily_Life,General_Interactions
9399,gourmet,B1,Daily_Life,General_Interactions
9400,govern,B1,Daily_Life,General_Interactions
9401,governance,B1,Daily_Life,General_Interactions
9402,governments,B1,Society_Law_Politics,Government_Politics
9403,gown,B1,Daily_Life,General_Interactions
9404,grab,B1,Daily_Life,General_Interactions
